,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,locLabel,artworkLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
265,http://www.wikidata.org/entity/Q18573913,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Virgin Mary,Rococo,Education of Virgin Mary,Venice,Italy,Giovanni Battista Tiepolo,male,1730,[62.0],[78.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giovan%20battista%20tiepolo%2C%20educazione%20della%20vergine%2C%201730-32%20ca..JPG,{'nan'},Louvre Museum,The Education of the Virgin,,,France,painting,1
266,http://www.wikidata.org/entity/Q18609058,,wood; oil paint; canvas,portrait,Department of Paintings of the Louvre,figurine; man,Mannerism,,Florence,Italy,Bronzino,male,1550,[79.0],[99.0],http://commons.wikimedia.org/wiki/Special:FilePath/Bronzino%20-%20Portrait%20d%27homme%20tenant%20une%20statuette%2002.jpg,{'nan'},Louvre Museum,Portrait of a Man Holding a Statuette,,,France,painting,1
267,http://www.wikidata.org/entity/Q18617031,,oil paint; canvas,religious art,Department of Paintings of the Louvre,collapse; crucifixion of Jesus; Jerusalem; Mary Magdalene; John the Apostle; Virgin Mary; Jesus,Q3578530; Mannerism,crucifixion of Jesus,Verona,Italy,Paolo Veronese,male,1584,[102.0],[102.0],http://commons.wikimedia.org/wiki/Special:FilePath/Paolo%20Veronese%20010.jpg,{'nan'},Louvre Museum,Crucifixion,,,France,painting,1
268,http://www.wikidata.org/entity/Q18627377,,tempera; poplar wood,religious art,Department of Paintings of the Louvre,hermit; Jesus; child; bird; Augustine of Hippo; beatific vision; skull; broad-leaved tree; path; lion; lily; penance; architecture; meeting; John the Baptist; Jerome; cave,Florentine School,Jerome,Florence,Italy,Jacopo da Sellaio,male,1500,[41.0],[60.7],http://commons.wikimedia.org/wiki/Special:FilePath/Jacopo%20del%20sellaio%2C%20san%20girolamo%20penitente%2C%201470-1480%20ca..JPG,{'nan'},Louvre Museum,Penitent Saint Jerome,,,France,painting,1
269,http://www.wikidata.org/entity/Q18629756,,wood; oil paint,religious art,Department of Paintings of the Louvre,Louis of Toulouse; Order of Friars Minor; Bernardino of Siena; bishop; IHS,High Renaissance,,Rovato,Italy,Moretto da Brescia,male,1525,[60.0],[113.0],http://commons.wikimedia.org/wiki/Special:FilePath/Moretto%2C%20santi%20bernardino%20e%20ludovico.jpg,{'nan'},Louvre Museum,Saint Bernardino of Siena and Saint Louis of Toulouse,,,France,painting,1
270,http://www.wikidata.org/entity/Q18629811,,wood; oil paint,religious art,Department of Paintings of the Louvre,Order of Friars Minor; bishop; Bonaventure; Anthony of Padua,High Renaissance,,Rovato,Italy,Moretto da Brescia,male,1525,[60.0],[113.0],http://commons.wikimedia.org/wiki/Special:FilePath/Moretto%2C%20santi%20bonaventura%20e%20antonio.jpg,{'nan'},Louvre Museum,Saint Bonaventure and Saint Anthony of Padua,,,France,painting,1
271,http://www.wikidata.org/entity/Q18630277,,walnut wood; oil paint,portrait,Department of Paintings of the Louvre,woman; bijou; hairstyle; glove,Q3578530,,Verona,Italy,Giovanni Francesco Caroto,male,1512,"[74.5, 53.0]","[89.0, 69.0]",http://commons.wikimedia.org/wiki/Special:FilePath/Caroto%20Retrato%20de%20mujer%20Louvre.jpg,{'nan'},Louvre Museum,Portrait of a Woman,,,France,painting,1
272,http://www.wikidata.org/entity/Q18630459,,poplar wood; oil paint,religious art,Department of Paintings of the Louvre,pond; hill; broad-leaved tree; dog; flight into Egypt,Q3578530,rest on the flight into Egypt,Verona,Italy,Giovanni Francesco Caroto,male,1550,[34.0],[42.0],http://commons.wikimedia.org/wiki/Special:FilePath/Giovan%20francesco%20caroto%2C%20riposo%20durante%20la%20fuga%20in%20egitto%2C%201520%20ca..JPG,{'nan'},Louvre Museum,The Rest on the Flight into Egypt,,,France,painting,1
282,http://www.wikidata.org/entity/Q18748276,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Claes van Beresteyn; Paulus van Beresteyn; Catharina Both van der Eem; family,Baroque painting,family,Haarlem,Netherlands,Pieter Soutman,male,1635,[241.0],[167.0],http://commons.wikimedia.org/wiki/Special:FilePath/Beresteyn-van%20der%20Eem%20family%20ca1635.JPG,{'nan'},Louvre Museum,Portrait of the Beresteyn family,,,France,painting,1
283,http://www.wikidata.org/entity/Q18762443,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Christine Boyer; dress; waterfall; woman; rock,neoclassicism; Pre-romanticism,,Paris,France,Antoine-Jean Gros,male,1800,[134.0],[214.0],http://commons.wikimedia.org/wiki/Special:FilePath/Christine-boyer.jpg,{'nan'},Louvre Museum,Christine Boyer,,,France,painting,1
284,http://www.wikidata.org/entity/Q18810379,Portrait de l'artiste tenant une académie,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,palette; drawing; man; painter; Luis Egidio Meléndez,Rococo,Luis Egidio Meléndez,Naples,Italy,Luis Egidio Meléndez,male,1746,[82.0],[99.5],http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20Holding%20an%20Academic%20Study%20by%20Luis%20Mel%C3%A9ndez.jpg,{'nan'},Louvre Museum,Self-portrait Holding an Academic Study,,,France,painting,1
286,http://www.wikidata.org/entity/Q18915248,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Andrew the Apostle; Paul; Immaculate Conception of Mary; angel; crown,Baroque,Immaculate Conception of Mary,Seville,Spain,Juan de Valdés Leal,male,1650,[167.5],[234.7],http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20de%20Vald%C3%A9s%20Leal%20-%20Virgin%20of%20the%20Immaculate%20Conception%20with%20Sts%20Andrew%20and%20John%20the%20Baptist%20-%20WGA24221.jpg,{'nan'},Louvre Museum,The Immaculate Conception with Saint Andrew and Saint Paul,,,France,painting,1
287,http://www.wikidata.org/entity/Q18916064,,oil paint; canvas,religious art,Department of Paintings of the Louvre,lamb; Saint Anne; pigeon; Holy Spirit; God; John the Baptist; Child Jesus,Baroque painting,Madonna and Child,Seville,Spain,Bartolomé Esteban Murillo,male,1670,[190.0],[240.0],http://commons.wikimedia.org/wiki/Special:FilePath/Bartolom%C3%A9%20Esteban%20Perez%20Murillo%20-%20The%20Holy%20Family%20%28The%20Seville%20Virgin%29%20-%20WGA16379.jpg,{'nan'},Louvre Museum,The Holy Family,,,France,painting,1
288,http://www.wikidata.org/entity/Q18916181,Saint Jean Evangéliste et la coupe empoisonnée,oil paint; canvas,religious art,Department of Paintings of the Louvre,musician; snake; container; sitting; John the Apostle,Baroque,John the Evangelist,Granada,Spain,Alonso Cano,male,1635,[35.5],[53.5],http://commons.wikimedia.org/wiki/Special:FilePath/Alonso%20Cano%20-%20St%20John%20the%20Evangelist%20-%20WGA4001.jpg,{'nan'},Louvre Museum,Saint John the Evangelist,,,France,painting,1
289,http://www.wikidata.org/entity/Q18916184,,oil paint; canvas,religious art; portrait,Department of Paintings of the Louvre,James the Great; swagger stick; musician; sitting,Baroque,James the Great,Granada,Spain,Alonso Cano,male,1625,[35.5],[53.5],http://commons.wikimedia.org/wiki/Special:FilePath/Alonso%20Cano%20-%20St%20James%20the%20Greater%20-%20WGA4002.jpg,{'nan'},Louvre Museum,Saint James the Greater,,,France,painting,1
290,http://www.wikidata.org/entity/Q18925521,,oil paint; canvas,group portrait; allegory; genre art; self-portrait,Department of Paintings of the Louvre,civil servant; Domingos Sequeira; man; putto; lion; woman; statue; Santa Maria de Belém; landscape; child,neoclassicism,Domingos Sequeira,Santa Maria de Belém,Portugal,Domingos Sequeira,male,1793,[95.0],[69.0],http://commons.wikimedia.org/wiki/Special:FilePath/Alegoria%20da%20Funda%C3%A7%C3%A3o%20da%20Casa%20Pia%20de%20Bel%C3%A9m.jpg,{'nan'},Louvre Museum,Allegory of the Creation of Casa Pia in Belém,,,France,painting,1
294,http://www.wikidata.org/entity/Q19005175,Madame Vigée-Le Brun et sa fille,wood; oil paint,group portrait; self-portrait,Department of Paintings of the Louvre,maternal bond; girl; hug; sitting; Élisabeth Louise Vigée Le Brun; family; woman; painter,neoclassicism; Rococo,Élisabeth Louise Vigée Le Brun,Paris,France,Élisabeth Louise Vigée Le Brun,female,1786,[84.0],[105.0],http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lisabeth-Louise%20Vig%C3%A9e-Le%20Brun%20-%20Madame%20Vig%C3%A9e-Le%20Brun%20et%20sa%20fille%20%281786%29.JPG,{'nan'},Louvre Museum,"Self-portrait with Her Daughter, Julie",,,France,painting,1
295,http://www.wikidata.org/entity/Q19265485,,wood; oil paint,religious art,Department of Paintings of the Louvre,angel; cloud; God; Jesus,Flemish Primitives,Coronation of the Virgin,Tallinn,Estonia,Michael Sittow,male,1496,[18.3],[24.5],http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20du%20Louvre%20-%20Michel%20Sittow%20-%20Le%20Couronnement%20de%20la%20Vierge%20par%20les%20Anges.JPG,{'nan'},Louvre Museum,The Coronation of the Virgin,,,France,painting,1
296,http://www.wikidata.org/entity/Q19273424,,wood; oil paint,group portrait; self-portrait,Department of Paintings of the Louvre,maternal bond; girl; hug; sitting; Élisabeth Louise Vigée Le Brun; woman; family; painter,neoclassicism; Rococo,Élisabeth Louise Vigée Le Brun,Paris,France,Élisabeth Louise Vigée Le Brun,female,1789,[94.0],[130.0],http://commons.wikimedia.org/wiki/Special:FilePath/Self-portrait%20with%20Her%20Daughter%20by%20Elisabeth-Louise%20Vig%C3%A9e%20Le%20Brun.jpg,{'nan'},Louvre Museum,"Self-Portrait with Her Daughter, Julie",,,France,painting,1
297,http://www.wikidata.org/entity/Q19276211,,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,painter; drawing; Élisabeth Sophie Chéron; woman,Western classical music,Élisabeth Sophie Chéron,Paris,France,Élisabeth Sophie Chéron,female,1672,[73.0],[88.0],http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89lisabeth-Sophie%20Ch%C3%A9ron.jpg,{'nan'},Louvre Museum,Self-portrait in the Louvre,,,France,painting,1
299,http://www.wikidata.org/entity/Q19307536,,wood; oil paint,nude; mythological painting,Department of Paintings of the Louvre,peafowl; court decision; Cupid; shield; back portrait; jealousy; vegetation; woman; dog,Rococo,Judgement of Paris,Valenciennes,France,Jean-Antoine Watteau,male,1718,[31.0],[47.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Antoine%20Watteau%20-%20Le%20jugement%20de%20P%C3%A2ris.jpg,{'nan'},Louvre Museum,Q19307536,,,France,painting,1
300,http://www.wikidata.org/entity/Q19318713,,wood; oil paint,religious art,Department of Paintings of the Louvre,blessing; musician; God in Christianity; cloud; angel,Flemish Primitives,God the Father,Oudewater,Netherlands,Gerard David,male,1506,[88.0],[46.0],http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20david%2C%20dio%20padre%20benedicente%20tra%20due%20angeli%2C%201506%20ca..JPG,{'nan'},Louvre Museum,Eternal Father,,,France,painting,1
301,http://www.wikidata.org/entity/Q19318765,,wood; oil paint,religious art; portrait,Department of Paintings of the Louvre,meals; Marriage at Cana,Flemish Primitives,Marriage at Cana,Oudewater,Netherlands,Gerard David,male,1501,[128.0],[100.0],http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20david%2C%20nozze%20di%20cana%2C%201495-1500%20ca..JPG,{'nan'},Louvre Museum,The Marriage at Cana,,,France,painting,1
327,http://www.wikidata.org/entity/Q19521336,,oil paint; canvas,religious art,Department of Paintings of the Louvre,pain; man; storm; wind wave; family; woman; child,neoclassicism; Romanticism,,Montargis,France,Anne-Louis Girodet de Roussy-Trioson,male,1806,[341.0],[441.5],http://commons.wikimedia.org/wiki/Special:FilePath/Une%20Sc%C3%A8ne%20de%20D%C3%A9luge%20Girodet.jpg,{'nan'},Louvre Museum,Scene of the Flood,,,France,painting,1
328,http://www.wikidata.org/entity/Q19631652,Autoportrait,oil paint; canvas,self-portrait,Department of Paintings of the Louvre,Pierre Mignard,classicism,Pierre Mignard,Troyes,France,Pierre Mignard,male,1690,[188.0],[235.0],http://commons.wikimedia.org/wiki/Special:FilePath/Mignard-autoportrait.jpg,{'nan'},Louvre Museum,Self-portrait,,,France,painting,1
329,http://www.wikidata.org/entity/Q19631655,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Charles Le Brun,Baroque,Charles Le Brun,Paris,France,Nicolas de Largillière,male,1686,[187.0],[232.0],http://commons.wikimedia.org/wiki/Special:FilePath/Le%20brun.jpg,{'nan'},Louvre Museum,Portrait of Charles Le Brun,,,France,painting,1
330,http://www.wikidata.org/entity/Q19753125,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Charles Cordier,Romanticism,Charles Cordier,Montauban,France,Jean Auguste Dominique Ingres,male,1811,[69.5],[90.0],http://commons.wikimedia.org/wiki/Special:FilePath/Charles-Joseph-Laurent%20Cordier%20-%20Ingres.jpg,{'nan'},Louvre Museum,Charles Cordier,,,France,painting,1
331,http://www.wikidata.org/entity/Q19753132,Le Sommeil d'Endymion,oil paint; canvas,nude; mythological painting,Department of Paintings of the Louvre,drapery; wing; Eros; moonlight; dog; Endymion; sleep; butterfly; fur,neoclassicism; Romanticism,,Montargis,France,Anne-Louis Girodet de Roussy-Trioson,male,1791,[261.0],[198.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anne-louis%20girodet%20de%20roussy-trioson%2C%20endimione%2C%20effetto%20di%20luna%2C%201791%2C%2004.jpg,{'nan'},Louvre Museum,The sleeping of Endymion,,,France,painting,1
332,http://www.wikidata.org/entity/Q1978815,La grande odalisque; Grande Odalisque,oil paint; canvas,neoclassicism; nude; Romanticism,Department of Paintings of the Louvre,barefoot; toe; 1795–1820 clothing; cushion; brown hair; odalisque; headscarf; bed; malleolus; turban; back; drapery; gaze towards the viewer; Dimples of Venus; sole; chibouk; woman; nudity; bracelet; hand fan; long hair; half reclining,Romanticism,,Montauban,France,Jean Auguste Dominique Ingres,male,1814,[162.0],[91.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean%20Auguste%20Dominique%20Ingres%2C%20La%20Grande%20Odalisque%2C%201814.jpg,{'nan'},Louvre Museum,Grande Odalisque,,,France,painting,1
334,http://www.wikidata.org/entity/Q19820083,,oil paint; canvas,nude; history painting,Department of Paintings of the Louvre,barefoot; fasces; clothing in the ancient world; beard; chignon; umbilicus; kneeling; white hair; combat helmet; see-through clothing; drapery; nipple; woman; glabrousness; group of humans; elderly people; standing; man; Scipio Africanus; breast; contrapposto; male toplessness,School of Fontainebleau,the continence of Scipio,Modena,Italy,Niccolò dell'Abbate,male,1555,[115.0],[127.6],http://commons.wikimedia.org/wiki/Special:FilePath/Niccol%C3%B2%20dell%27abate%2C%20contingenza%20di%20scipione%2C%201555%20ca..JPG,{'nan'},Louvre Museum,The Continence of Scipio,,,France,painting,1
335,http://www.wikidata.org/entity/Q19820093,,oil paint; canvas,nude,Department of Paintings of the Louvre,Angelica; Medoro,School of Fontainebleau,Angelica and Medoro,Paris,France,Toussaint Dubreuil,male,1600,[199.5],[143.5],http://commons.wikimedia.org/wiki/Special:FilePath/Toussaint%20Dubreuil%2C%20angelica%20e%20medoro%2C%201590-1600%20ca..JPG,{'nan'},Louvre Museum,Angelica and Medoro,,,France,painting,1
336,http://www.wikidata.org/entity/Q19820121,,oil paint; canvas,religious art,Department of Paintings of the Louvre,soldier; court decision; throne; old age; Solomon; woman; child,tenebrism; Caravaggisti,Judgment of Solomon,Coulommiers,France,Valentin de Boulogne,male,1625,[210.0],[176.0],http://commons.wikimedia.org/wiki/Special:FilePath/Valentin%20de%20Boulogne%2C%20Judgment%20of%20Solomon%2002.jpg,{'nan'},Louvre Museum,The Judgment of Solomon,,,France,painting,1
337,http://www.wikidata.org/entity/Q19820132,,oil paint; canvas,portrait,Department of Paintings of the Louvre,Gaucher de Châtillon,Baroque painting,Gaucher de Châtillon,Paris,France,Simon Vouet,male,1632,[137.0],[218.0],http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Vouet%20-%20Gaucher%20de%20Ch%C3%A2tillon%2C%20Conn%C3%A9table%20-%20WGA25364.jpg,{'nan'},Louvre Museum,Gaucher de Châtillon,,,France,painting,1
338,http://www.wikidata.org/entity/Q19820133,,oil paint; canvas,allegory,Department of Paintings of the Louvre,faith; palm branch; woman,Baroque painting,charity,Paris,France,Simon Vouet,male,1640,[132.0],[192.0],http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20Vouet%20-%20Heavenly%20Charity%20-%20WGA25376.jpg,{'nan'},Louvre Museum,Heavenly Charity,,,France,painting,1
339,http://www.wikidata.org/entity/Q19820167,,oil paint; canvas,religious art,Department of Paintings of the Louvre,Moses,classicism,Finding of Moses,Les Andelys,France,Nicolas Poussin,male,1638,[121.0],[93.5],http://commons.wikimedia.org/wiki/Special:FilePath/Poussin%20-%20Die%20Auffindung%20Moses.jpeg,{'nan'},Louvre Museum,Moses Saved from the River,,,France,painting,1
340,http://www.wikidata.org/entity/Q19820175,,oil paint; canvas,religious art,Department of Paintings of the Louvre,sphinx; Egypt; city; barque; mountain; domestic worker; woman; baby; pyramid; Arecaceae; Nile; Moses,classicism,Finding of Moses,Les Andelys,France,Nicolas Poussin,male,1647,[195.0],[120.0],http://commons.wikimedia.org/wiki/Special:FilePath/Mo%C3%AFse%20sauv%C3%A9%20des%20eaux%20%281647%29%20-%20Nicolas%20Poussin%20-%20Louvre.jpg,{'nan'},Louvre Museum,Moses Saved from the River,,,France,painting,1
342,http://www.wikidata.org/entity/Q19943594,,oil paint; panel,religious art,Department of Paintings of the Louvre,château; hill; man; John the Baptist; landscape,Flemish Primitives,John the Baptist,Mainz; Seligenstadt,Germany,Hans Memling,male,1470,[13.0],[47.0],http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20Triptych%20The%20Rest%20on%20The%20Flight%20into%20Egypt%20Saint%20John.jpg,{'nan'},Louvre Museum,Saint John the Baptist,,,France,painting,1
343,http://www.wikidata.org/entity/Q19943661,,oil paint; panel,religious art,Department of Paintings of the Louvre,gathering; Joseph; donkey; path; Virgin Mary; rock; landscape; Jesus,Flemish Primitives,rest on the flight into Egypt,Mainz; Seligenstadt,Germany,Hans Memling,male,1470,[26.0],[47.0],http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Memling%20-%20Hans%20Memling%20-%20Triptych%20The%20Rest%20on%20The%20Flight%20into%20Egypt-%20central%20panel%20-%20Louvre.jpg,{'nan'},Louvre Museum,The Flight into Egypt,,,France,painting,1
344,http://www.wikidata.org/entity/Q19943879,Le Christ mort couché sur son linceul,oil paint; panel,religious art,Department of Paintings of the Louvre,shroud; lying; Jesus,classicism,Jesus,Brussels metropolitan area,Belgium,Philippe de Champaigne,male,1654,[197.0],[68.0],http://commons.wikimedia.org/wiki/Special:FilePath/Philippe%20de%20champaigne%2C%20cristo%20morto%2C%201650%20ca..JPG,{'nan'},Louvre Museum,Dead Christ,,,France,painting,1
